timestamp,open,high,low,close,volume
1675776000000,22995.79,22996.0,22973.46,22973.46,2.76411
1675776300000,22976.16,22988.53,22973.08,22977.91,2.64943
1675776600000,22975.03,22977.09,22940.98,22942.57,4.75601
1675776900000,22947.08,22968.36,22947.08,22965.32,4.77973
1675777200000,22966.04,23011.2,22966.04,23001.48,4.99034
1675777500000,22999.69,23009.1,22989.53,23001.67,1.11713
1675777800000,23001.91,23001.91,22978.97,22983.21,2.16814
1675778100000,22982.96,22987.8,22971.74,22984.44,0.90893
1675778400000,22985.22,22990.67,22971.64,22972.53,2.74718
1675778700000,22976.39,22987.17,22970.96,22979.76,0.52818
1675779000000,22978.97,22989.24,22968.57,22986.4,2.84739
1675779300000,22989.24,22999.4,22984.49,22999.4,1.82205
1675779600000,22998.6,23017.42,22996.49,23017.42,1.84029
1675779900000,23017.42,23017.42,22972.87,22976.4,4.92693
1675780200000,22975.09,23008.84,22961.07,22979.9,4.58705
1675780500000,22974.26,22998.7,22937.44,22991.49,3.22885
1675780800000,22991.75,23017.43,22981.53,23014.77,2.44808
1675781100000,23011.69,23011.69,22971.05,22990.18,2.49378
1675781400000,22987.01,23021.37,22971.44,22991.0,2.27316
1675781700000,22991.01,23001.2,22975.72,22982.55,2.61379
1675782000000,22980.06,22983.35,22955.73,22968.42,4.04548
1675782300000,22965.86,22981.79,22961.25,22961.8,2.39285
1675782600000,22961.79,22965.19,22933.79,22957.52,2.59887
1675782900000,22950.98,22965.63,22937.09,22965.63,2.23452
1675783200000,22969.36,22973.36,22957.02,22958.93,2.80488
1675783500000,22958.93,22961.6,22894.83,22909.79,6.47266
1675783800000,22909.25,22927.04,22881.85,22917.39,4.57667
1675784100000,22919.19,22945.29,22917.39,22942.5,4.32377
1675784400000,22942.56,22952.42,22934.62,22951.87,1.0057
1675784700000,22945.39,22956.29,22894.97,22922.15,8.64082
1675785000000,22923.15,22937.08,22902.67,22905.8,4.21188
1675785300000,22902.28,22916.61,22891.55,22911.4,2.77075
1675785600000,22910.16,22970.33,22906.92,22907.74,18.54807
1675785900000,22906.71,22949.45,22904.28,22942.11,4.17225
1675786200000,22940.23,22941.59,22924.47,22930.79,2.12174
1675786500000,22932.92,22936.35,22910.64,22910.64,2.34797
1675786800000,22908.78,22914.94,22878.5,22894.28,8.87425
1675787100000,22894.9,22948.54,22894.9,22944.89,3.73085
1675787400000,22949.64,23030.55,22941.77,23006.67,5.59799
1675787700000,23006.68,23010.75,22964.55,22964.55,3.3569
1675788000000,22964.55,22979.88,22958.77,22970.75,1.87486
1675788300000,22969.58,23010.92,22965.27,22993.09,3.33059
1675788600000,22994.35,23021.29,22992.81,22999.38,4.72732
1675788900000,22999.38,23004.32,22980.32,22982.08,3.73968
1675789200000,22982.93,22994.48,22971.88,22982.53,5.02711
1675789500000,22981.7,22997.03,22980.32,22988.33,2.52946
1675789800000,22988.33,22996.73,22970.0,22977.61,2.17113
1675790100000,22977.6,22977.61,22962.29,22962.9,1.42299
1675790400000,22965.7,22966.12,22923.97,22928.46,5.78547
1675790700000,22929.21,22943.08,22897.95,22907.9,14.21974
1675791000000,22903.83,22924.15,22900.09,22916.19,5.37853
1675791300000,22916.19,22945.48,22912.79,22935.05,3.57575
1675791600000,22936.62,23058.56,22933.76,23014.43,15.34212
1675791900000,23013.51,23244.33,23013.51,23222.09,40.7542
1675792200000,23226.36,23342.04,23170.17,23317.96,47.03474
1675792500000,23314.13,23342.03,23280.38,23289.03,16.92328
1675792800000,23290.27,23356.31,23264.57,23264.57,7.85494
1675793100000,23261.18,23294.06,23138.68,23168.26,12.60487
1675793400000,23167.52,23213.44,23150.81,23163.61,4.85698
1675793700000,23164.48,23170.94,23029.9,23097.69,19.85027
1675794000000,23080.53,23130.73,22962.7,22996.67,15.15842
1675794300000,22996.01,22996.01,22800.0,22806.31,32.60972
1675794600000,22800.0,22891.23,22774.78,22829.1,23.58439
1675794900000,22829.17,22928.5,22828.55,22902.43,7.71271
1675795200000,22904.25,22958.85,22876.28,22897.63,7.00741
1675795500000,22897.62,22903.57,22845.44,22869.68,13.34808
1675795800000,22869.48,22935.97,22847.92,22932.73,6.43927
1675796100000,22933.88,22940.09,22882.85,22937.91,4.01245
1675796400000,22933.27,23058.61,22929.63,23034.2,11.98918
1675796700000,23034.0,23124.99,23012.51,23076.15,13.31615
1675797000000,23075.95,23118.05,23054.76,23059.71,7.55885
1675797300000,23065.95,23110.19,23065.95,23101.47,4.24358
1675797600000,23099.98,23099.98,23038.91,23081.67,3.20693
1675797900000,23080.07,23107.08,23033.34,23063.62,4.98706
1675798200000,23065.93,23138.36,23054.2,23118.24,4.83416
1675798500000,23118.24,23125.61,23082.54,23099.51,7.57978
1675798800000,23098.18,23109.11,23073.94,23083.13,1.9348
1675799100000,23085.45,23095.69,23063.68,23065.04,2.70644
1675799400000,23063.73,23115.44,23054.76,23114.94,2.59434
1675799700000,23113.43,23113.43,23077.04,23099.49,4.28269
1675800000000,23102.3,23153.65,23069.9,23073.18,15.66482
1675800300000,23077.35,23093.33,23037.28,23050.4,3.6882
1675800600000,23055.14,23083.68,23055.14,23076.13,8.50859
1675800900000,23080.7,23113.28,23080.7,23106.77,4.62172
1675801200000,23108.31,23127.22,23101.7,23120.09,2.60584
1675801500000,23121.24,23199.05,23115.31,23199.05,11.59812
1675801800000,23200.0,23241.23,23162.37,23197.67,10.35698
1675802100000,23197.66,23215.05,23172.36,23214.06,2.58212
1675802400000,23212.99,23231.6,23195.33,23198.54,2.29129
1675802700000,23199.75,23241.24,23198.05,23217.35,7.65561
1675803000000,23217.34,23253.47,23217.34,23243.05,6.23208
1675803300000,23242.48,23242.48,23200.56,23204.76,3.70092
1675803600000,23198.66,23233.51,23198.63,23233.38,1.22787
1675803900000,23231.74,23274.64,23226.86,23233.58,5.1469
1675804200000,23233.59,23254.75,23222.22,23234.21,2.46889
1675804500000,23234.21,23234.21,23202.49,23228.81,2.21501
1675804800000,23228.0,23263.16,23228.0,23255.72,2.93652
1675805100000,23258.77,23259.28,23232.29,23245.26,4.76768
1675805400000,23246.37,23261.48,23236.99,23261.48,7.35462
1675805700000,23261.48,23261.48,23193.42,23193.42,12.24296
1675806000000,23193.63,23211.6,23183.19,23198.77,2.89604
1675806300000,23196.81,23223.78,23191.53,23204.19,1.23926
1675806600000,23205.79,23224.7,23199.83,23202.72,2.86746
1675806900000,23202.08,23226.49,23199.96,23202.62,3.75773
1675807200000,23202.63,23221.42,23179.74,23189.44,12.291
1675807500000,23188.75,23190.97,23147.58,23174.33,6.6562
1675807800000,23174.34,23204.09,23174.26,23193.45,1.92614
