timestamp,open,high,low,close,volume
1675778400000,22985.22,23021.37,22937.44,22982.55,32.35673
1675782000000,22980.06,22983.35,22881.85,22911.4,46.07885
1675785600000,22910.16,23030.55,22878.5,22982.08,62.42247
1675789200000,22982.93,23342.04,22897.95,23289.03,160.16452
1675792800000,23290.27,23356.31,22774.78,22937.91,155.03951
1675796400000,22933.27,23138.36,22929.63,23099.49,69.23396
1675800000000,23102.3,23253.47,23037.28,23204.76,79.50629
1675803600000,23198.66,23274.64,23183.19,23202.62,49.12094
1675807200000,23202.63,23313.15,23147.58,23235.44,54.80079
1675810800000,23235.84,23301.16,23235.84,23248.53,29.17668
1675814400000,23250.94,23363.29,23237.68,23333.07,51.38617
1675818000000,23333.07,23458.79,23284.11,23289.45,45.70237
1675821600000,23290.06,23313.4,23241.52,23246.74,28.16392
1675825200000,23247.05,23281.4,23233.84,23260.72,31.13153
1675828800000,23258.48,23290.8,23244.5,23248.95,14.57285
1675832400000,23248.95,23259.73,23191.55,23226.49,25.9259
1675836000000,23225.56,23237.42,23191.76,23204.96,13.93587
1675839600000,23200.42,23240.29,23186.08,23234.34,22.53863
1675843200000,23235.37,23239.71,23168.66,23208.42,50.07092
1675846800000,23209.18,23223.9,23177.97,23203.61,29.02481
1675850400000,23203.62,23203.62,23135.45,23161.26,25.68855
1675854000000,23161.37,23184.89,23140.07,23163.27,19.51155
1675857600000,23161.84,23199.92,23092.94,23126.68,40.25742
1675861200000,23126.68,23141.44,23050.94,23112.56,60.75874
1675864800000,23113.8,23135.12,23001.08,23053.89,76.87874
1675868400000,23048.53,23050.07,22859.37,22873.24,80.6645
1675872000000,22868.39,22970.85,22677.82,22968.48,97.1568
1675875600000,22967.13,23032.52,22912.75,23010.75,53.06563
1675879200000,23009.53,23042.69,22841.01,22897.97,65.97874
1675882800000,22899.89,22933.7,22831.34,22880.69,32.51002
1675886400000,22880.69,22915.27,22785.63,22840.69,53.45812
1675890000000,22836.69,22984.51,22824.91,22961.99,20.32789
1675893600000,22962.04,22984.62,22925.98,22936.44,35.55957
1675897200000,22936.58,22971.59,22878.63,22963.6,46.11532
1675900800000,22965.36,23013.32,22933.09,22981.6,50.39919
1675904400000,22985.89,22996.49,22937.84,22949.02,27.8768
1675908000000,22949.19,22957.49,22804.35,22806.29,24.59073
1675911600000,22807.3,22815.21,22442.28,22519.66,258.6948
1675915200000,22516.87,22608.92,22363.64,22569.34,94.89546
1675918800000,22568.14,22640.55,22536.28,22604.2,42.13947
1675922400000,22604.48,22734.04,22578.34,22721.06,35.30608
1675926000000,22721.06,22734.14,22651.74,22679.47,20.51814
1675929600000,22679.68,22769.6,22670.83,22723.23,37.6558
1675933200000,22723.22,22746.72,22685.51,22742.16,20.38864
1675936800000,22742.15,22743.42,22676.28,22701.87,24.10788
1675940400000,22700.98,22741.33,22669.2,22689.86,25.40544
1675944000000,22688.59,22788.71,22568.21,22713.65,68.81993
1675947600000,22709.98,22770.76,22687.82,22750.98,37.98571
1675951200000,22749.13,22831.02,22676.08,22701.06,79.80008
1675954800000,22695.76,22712.57,22560.33,22608.36,64.62004
1675958400000,22612.68,22623.89,22456.08,22509.0,92.65547
1675962000000,22511.72,22595.08,22454.5,22538.44,49.57369
1675965600000,22538.4,22597.3,22469.28,22519.17,45.29757
1675969200000,22518.34,22534.23,21888.22,22038.9,343.48915
1675972800000,22036.16,22087.91,21836.01,22000.55,148.4277
1675976400000,22003.61,22009.39,21702.63,21860.16,225.21408
1675980000000,21860.67,21955.31,21703.6,21772.28,94.5365
1675983600000,21773.57,21856.11,21750.02,21801.27,55.86971
1675987200000,21801.28,21883.95,21762.85,21829.11,42.59372
1675990800000,21829.11,21898.94,21802.18,21897.03,35.35303
1675994400000,21897.04,21938.67,21859.09,21920.62,27.1168
1675998000000,21920.4,21929.52,21821.58,21823.43,25.40248
