timestamp,open,high,low,close,volume
1600779600000,374.71,374.72,374.71,374.72,0.7924
1600783200000,374.72,374.72,374.71,374.72,0.1576
1600786800000,374.62,375.0,341.51,341.99,88.2524
1600790400000,342.98,375.0,341.58,341.81,0.0674
1600794000000,342.19,344.48,341.94,344.0,227.0785
1600797600000,344.78,344.85,342.92,343.71,45.0989
1600801200000,343.62,344.35,342.67,344.09,109.3347
1600804800000,344.02,345.86,343.32,344.96,66.2107
1600808400000,344.94,347.21,340.8,346.72,127.4719
1600812000000,346.69,346.82,343.38,343.94,33.2313
1600815600000,343.8,344.63,342.76,344.55,30.2695
1600819200000,344.63,344.89,342.88,343.1,13.8627
1600822800000,342.9,344.15,342.9,343.95,8.1062
1600826400000,344.03,344.98,343.18,343.84,54.7419
1600830000000,343.99,344.01,341.23,341.39,111.0822
1600833600000,341.39,341.96,339.33,340.34,104.9227
1600837200000,340.26,342.16,338.88,340.88,34.4785
1600840800000,340.88,341.17,338.0,339.04,47.0785
1600844400000,338.91,339.22,333.58,336.15,121.0385
1600848000000,336.15,337.6,334.76,336.9,67.4509
1600851600000,336.83,339.4,336.26,339.12,79.487
1600855200000,339.28,339.66,337.85,339.33,285.4195
1600858800000,339.23,340.68,338.74,339.01,40.2812
1600862400000,338.99,342.19,337.77,340.96,152.3207
1600866000000,340.96,343.65,340.59,341.64,133.9687
1600869600000,341.79,341.79,339.21,339.34,117.1326
1600873200000,339.34,340.37,338.47,338.85,75.8644
1600876800000,338.76,340.51,338.48,340.01,49.4177
1600880400000,340.07,341.61,338.13,338.39,49.8215
1600884000000,338.2,338.47,335.4,335.4,66.811
1600887600000,335.4,335.92,326.41,327.84,337.1829
1600891200000,327.86,329.16,313.62,323.24,526.9702
1600894800000,323.25,327.36,320.75,322.73,291.783
1600898400000,322.7,324.49,321.09,324.25,15.1199
1600902000000,324.17,324.17,318.77,320.88,115.7314
1600905600000,320.91,323.47,317.13,322.74,97.6835
1600909200000,322.74,325.07,322.19,323.86,75.1335
1600912800000,323.92,326.8,323.47,323.88,54.645
1600916400000,323.91,326.36,323.91,325.02,37.3526
1600920000000,325.09,326.84,323.88,324.43,59.6394
1600923600000,324.42,325.57,323.96,325.0,17.0992
1600927200000,325.03,326.53,324.06,324.24,94.4685
1600930800000,324.24,328.86,324.24,328.03,204.7121
1600934400000,328.06,328.69,325.92,326.19,123.0985
1600938000000,326.23,329.81,325.26,328.43,170.0873
1600941600000,328.51,333.78,327.8,333.1,442.6667
1600945200000,333.08,340.66,332.6,338.29,345.2314
1600948800000,338.43,339.47,334.79,335.34,172.2739
1600952400000,335.33,337.7,333.3,336.79,150.2866
1600956000000,336.95,339.48,335.9,337.6,107.6589
1600959600000,337.68,345.06,336.84,344.71,1408.9652
1600963200000,344.72,348.89,343.51,346.48,364.4872
1600966800000,346.61,348.65,345.35,346.26,155.4561
1600970400000,346.3,348.45,344.13,344.36,405.9681
1600974000000,344.36,346.26,343.68,346.0,93.8377
1600977600000,346.0,347.42,345.55,345.79,122.9642
1600981200000,345.78,347.56,344.82,345.99,72.1253
1600984800000,345.89,352.98,345.13,351.01,341.4749
1600988400000,350.91,351.43,348.42,349.0,89.2087
1600992000000,348.88,350.3,346.79,347.88,153.4267
1600995600000,347.84,348.71,346.01,346.62,70.7666
1600999200000,346.43,347.77,345.95,347.08,38.5554
1601002800000,347.13,348.34,344.67,345.09,47.2365
1601006400000,345.05,346.13,344.43,344.92,22.0586
1601010000000,344.74,344.74,340.85,341.18,168.891
1601013600000,341.19,345.0,339.92,344.68,109.8457
1601017200000,344.66,344.66,342.81,343.13,47.979
1601020800000,343.0,343.11,337.97,338.9,380.4211
1601024400000,338.9,341.49,337.92,340.29,117.6176
1601028000000,340.22,342.53,339.55,340.59,67.2078
1601031600000,340.6,344.88,339.36,343.93,85.8195
1601035200000,343.8,348.62,343.62,344.95,208.391
1601038800000,344.8,346.06,342.58,344.09,161.4701
1601042400000,344.09,345.63,340.88,345.4,224.1984
1601046000000,345.6,347.74,344.06,347.41,154.5227
1601049600000,347.43,348.85,345.19,346.5,78.8569
1601053200000,346.68,350.61,345.55,349.76,74.0453
1601056800000,349.74,355.59,349.73,354.13,171.3875
1601060400000,354.29,355.22,352.93,354.11,112.6452
1601064000000,354.19,358.0,354.19,354.83,408.8725
1601067600000,354.95,357.44,353.41,357.29,115.1005
1601071200000,357.36,357.83,351.43,352.38,129.5943
1601074800000,352.37,353.4,350.7,352.15,50.9286
1601078400000,352.21,354.08,350.66,350.89,138.4577
1601082000000,350.94,352.9,350.09,351.9,433.7199
1601085600000,351.9,352.67,351.21,352.25,436.1115
1601089200000,352.31,353.46,350.87,351.0,135.0469
1601092800000,351.0,352.23,349.45,352.12,110.2795
1601096400000,352.22,356.4,352.15,353.16,157.2574
1601100000000,353.02,356.08,352.74,354.68,98.4676
1601103600000,354.68,355.15,350.25,351.03,165.0969
1601107200000,351.03,352.03,349.99,350.74,78.5386
1601110800000,350.75,353.05,349.51,351.18,138.3706
1601114400000,351.11,351.79,347.96,350.48,189.998
1601118000000,350.48,352.08,350.23,351.87,117.0789
1601121600000,351.73,351.74,349.1,349.9,62.0493
1601125200000,350.01,350.08,347.5,348.03,86.1627
1601128800000,347.53,353.98,346.23,351.98,364.0791
1601132400000,351.86,354.74,351.84,352.73,33.4245
1601136000000,352.54,354.82,350.88,354.59,42.2177
1601139600000,354.69,355.11,353.33,354.55,24.4366
1601143200000,354.56,355.98,352.68,353.71,48.5083
1601146800000,353.74,353.74,351.66,352.66,16.8525
1601150400000,352.66,353.98,352.09,353.66,16.659
1601154000000,353.57,355.73,352.75,352.77,128.2239
1601157600000,352.67,354.31,351.14,353.55,57.7312
1601161200000,353.64,355.4,353.64,354.31,25.4153
1601164800000,354.2,360.11,353.89,359.76,144.0653
1601168400000,360.19,361.96,358.71,359.74,130.5057
1601172000000,360.01,361.04,358.34,359.6,77.0459
1601175600000,359.6,360.27,358.61,359.56,48.7747
1601179200000,359.73,362.2,359.62,361.08,45.8148
1601182800000,361.23,362.09,359.81,360.35,62.1478
1601186400000,360.36,360.88,352.76,353.74,208.0687
1601190000000,353.41,355.16,353.2,354.5,145.8325
1601193600000,354.5,354.5,350.59,352.93,124.5229
1601197200000,352.54,352.67,350.48,350.64,119.4293
1601200800000,350.64,353.28,350.5,352.53,181.8105
1601204400000,352.64,353.01,349.17,349.26,299.993
1601208000000,349.18,352.75,347.6,352.54,120.4986
1601211600000,352.54,352.86,351.36,352.59,34.3943
1601215200000,352.57,353.27,350.68,351.77,71.054
1601218800000,351.77,356.74,349.51,355.7,173.5944
1601222400000,355.8,357.07,353.43,353.92,59.1149
1601226000000,354.11,354.62,352.46,352.78,97.9301
1601229600000,352.62,353.89,351.68,352.0,83.0173
1601233200000,352.0,354.54,351.75,354.03,53.2095
1601236800000,354.12,354.36,353.01,353.4,25.4506
1601240400000,353.47,354.45,352.36,353.01,53.2595
1601244000000,353.18,355.84,353.18,354.44,396.3397
1601247600000,354.48,357.63,353.52,357.5,75.9102
1601251200000,357.55,360.59,357.11,357.81,304.6015
1601254800000,358.0,359.48,357.31,359.26,130.8973
1601258400000,359.3,360.44,357.98,358.42,105.4845
1601262000000,358.73,358.88,357.01,358.11,36.4127
1601265600000,358.34,359.39,357.66,358.71,26.5582
1601269200000,358.57,360.25,357.14,357.75,66.9534
1601272800000,357.66,358.48,355.79,356.63,63.8657
1601276400000,356.63,357.98,355.06,357.36,48.7901
1601280000000,357.36,359.72,356.25,357.6,102.0181
1601283600000,357.51,359.0,357.22,357.59,68.619
1601287200000,357.6,359.32,356.66,359.16,66.8931
1601290800000,359.06,360.24,356.92,358.02,93.4569
1601294400000,358.03,367.31,357.25,364.2,576.841
1601298000000,364.09,365.25,362.56,363.02,66.5603
1601301600000,363.12,364.4,362.4,362.59,29.1585
1601305200000,362.59,365.0,362.28,364.85,131.1155
1601308800000,365.15,365.86,363.61,364.57,69.7529
1601312400000,364.08,367.99,363.74,365.18,192.8075
1601316000000,365.19,365.19,363.01,363.39,72.1156
1601319600000,363.4,363.76,361.07,363.01,158.1932
1601323200000,363.15,363.42,362.01,362.91,20.8812
1601326800000,362.74,364.07,361.41,363.7,31.2809
1601330400000,363.6,363.78,360.78,361.32,47.0298
1601334000000,361.14,362.0,352.14,353.97,363.9784
1601337600000,353.81,355.55,351.75,354.85,150.1212
1601341200000,354.84,355.4,353.73,353.82,12.2968
1601344800000,353.83,355.14,353.29,353.94,48.3636
1601348400000,353.98,354.88,353.01,353.43,46.8129
1601352000000,353.37,354.44,352.94,353.33,40.3585
1601355600000,353.34,353.6,351.62,352.0,14.3709
1601359200000,351.81,356.0,350.7,355.62,59.8991
1601362800000,355.62,356.01,354.67,355.24,65.6369
1601366400000,355.23,355.93,354.35,355.65,42.2883
1601370000000,355.65,356.76,354.52,354.87,86.9338
1601373600000,354.85,358.38,354.58,357.14,157.9197
1601377200000,357.27,359.03,356.86,357.8,101.3724
1601380800000,357.6,358.29,356.85,357.99,60.3564
1601384400000,357.65,357.96,354.97,357.84,30.1221
1601388000000,357.74,359.73,356.01,357.07,93.6608
1601391600000,357.2,358.33,355.27,355.42,107.6628
1601395200000,355.46,355.63,352.98,354.73,159.4009
1601398800000,354.75,354.93,352.08,353.92,162.7586
1601402400000,354.07,356.29,353.61,355.39,92.7211
1601406000000,355.53,357.54,355.41,356.59,109.9092
1601409600000,356.61,358.93,356.61,357.84,177.6723
1601413200000,357.84,358.33,356.98,357.62,58.8667
1601416800000,357.83,358.66,356.82,357.64,70.0692
1601420400000,357.65,360.86,357.65,360.08,69.1081
1601424000000,360.1,360.18,357.68,357.84,71.2942
1601427600000,357.83,358.75,355.52,356.8,299.0309
1601431200000,356.78,358.05,356.52,356.7,31.4197
1601434800000,356.59,356.86,355.71,355.85,40.8949
1601438400000,355.53,356.42,354.17,356.2,25.5811
1601442000000,356.13,356.61,354.21,354.28,43.0637
1601445600000,354.21,356.35,353.68,355.7,89.8426
1601449200000,355.71,356.77,354.53,355.0,46.7634
1601452800000,355.01,356.36,354.11,355.54,225.082
1601456400000,355.53,355.56,353.29,354.84,563.9726
1601460000000,355.25,356.02,354.77,355.6,492.0147
1601463600000,355.54,355.67,352.84,353.11,80.6569
1601467200000,353.26,355.96,351.73,355.31,89.4554
1601470800000,355.27,356.24,355.01,355.94,48.5029
1601474400000,355.8,357.16,355.67,355.73,10.0034
1601478000000,355.8,357.79,355.8,357.69,37.204
1601481600000,357.67,359.0,356.84,357.82,65.7635
1601485200000,358.04,358.6,356.68,357.25,67.9494
1601488800000,357.24,357.77,355.19,356.21,41.8586
1601492400000,356.08,356.4,354.87,355.6,98.9488
1601496000000,355.56,357.28,355.09,357.05,19.6768
1601499600000,357.03,358.5,357.03,357.52,56.8039
1601503200000,357.52,360.01,357.46,359.3,184.0175
1601506800000,359.3,361.54,359.29,359.9,75.8929
1601510400000,360.31,361.4,359.09,359.5,69.0842
1601514000000,359.49,361.59,358.98,361.41,49.0663
1601517600000,361.52,363.99,361.52,362.71,92.1418
1601521200000,362.77,363.27,362.18,362.56,24.2635
1601524800000,362.61,363.99,362.33,362.52,43.0643
1601528400000,362.53,362.61,360.47,362.08,36.0127
1601532000000,362.0,363.72,361.99,362.99,48.7251
1601535600000,362.99,364.12,362.59,364.04,58.856
1601539200000,364.07,369.71,363.31,367.44,299.8552
1601542800000,367.44,368.01,367.27,367.66,56.1552
1601546400000,367.66,368.33,366.41,366.76,21.9226
1601550000000,366.77,368.81,366.53,368.81,44.8578
1601553600000,368.61,369.0,366.9,367.68,44.3763
1601557200000,367.65,367.93,365.95,366.0,83.8394
1601560800000,366.0,366.61,364.46,365.58,250.3011
1601564400000,365.76,366.57,361.13,361.35,151.0517
1601568000000,361.0,361.01,346.65,350.24,983.5143
1601571600000,350.09,350.97,346.57,346.75,300.4992
1601575200000,346.35,353.03,345.98,352.41,150.2369
1601578800000,352.44,354.49,350.97,353.44,88.9381
1601582400000,353.31,353.31,349.75,351.84,54.1
1601586000000,351.86,353.3,350.53,351.3,29.8393
1601589600000,351.3,353.32,350.49,352.1,43.7282
1601593200000,352.09,353.31,351.56,353.23,93.1818
1601596800000,353.03,353.03,350.3,351.18,76.2648
1601600400000,351.17,353.93,351.14,352.2,32.4232
1601604000000,352.21,353.15,351.69,351.8,47.4165
1601607600000,351.75,353.47,351.75,353.29,38.6021
1601611200000,353.78,354.48,351.61,351.72,32.3624
1601614800000,351.51,351.51,342.42,343.06,587.4784
1601618400000,342.91,344.8,340.77,344.23,114.7854
1601622000000,344.3,344.68,342.01,342.51,37.6402
1601625600000,342.48,343.53,337.0,338.37,411.4656
1601629200000,338.43,341.29,336.69,338.39,363.8314
1601632800000,338.3,339.83,334.54,338.14,228.3149
1601636400000,338.34,339.67,337.18,337.32,307.7784
1601640000000,337.31,339.72,337.0,339.59,54.1287
1601643600000,339.79,344.25,337.05,342.37,153.954
1601647200000,342.24,346.54,342.24,344.62,118.0668
1601650800000,344.63,345.48,342.67,343.43,37.1876
1601654400000,343.01,345.5,341.88,345.02,47.9771
1601658000000,344.9,345.33,343.58,344.45,29.7005
1601661600000,344.44,344.97,343.02,344.79,265.703
1601665200000,344.79,344.92,343.45,343.56,15.6202
1601668800000,343.56,347.73,343.52,346.61,76.537
1601672400000,346.84,347.2,341.75,342.1,30.4401
1601676000000,342.28,345.6,342.24,345.24,20.5822
1601679600000,345.3,346.62,345.16,345.74,17.2655
1601683200000,345.87,346.26,343.98,344.32,11.4947
1601686800000,344.4,345.75,344.04,345.75,79.7597
1601690400000,345.9,346.56,345.17,345.9,172.6245
1601694000000,345.95,349.06,345.51,348.35,45.5691
1601697600000,348.12,348.5,347.16,348.15,37.0069
1601701200000,348.09,348.25,346.03,346.67,27.8466
1601704800000,346.5,346.97,344.96,346.0,185.7643
1601708400000,346.07,347.09,345.42,346.17,40.1269
1601712000000,346.2,347.61,344.6,345.84,243.8873
1601715600000,345.84,347.3,345.31,346.22,58.5063
1601719200000,346.15,348.37,346.06,348.24,67.1487
