timestamp,open,high,low,close,volume
1625241600000,3444.0,34999.0,3444.0,34999.0,3.596268
1625245200000,34999.0,34999.0,34999.0,34999.0,0.0
1625248800000,34999.0,34999.0,34999.0,34999.0,0.0
1625252400000,34999.0,34999.0,34999.0,34999.0,0.0
1625256000000,34999.0,34999.0,34999.0,34999.0,0.0
1625259600000,34999.0,34999.0,34999.0,34999.0,0.0
1625263200000,34999.0,34999.0,34999.0,34999.0,0.0
1625266800000,34999.0,34999.0,34999.0,34999.0,0.0
1625270400000,34999.0,34999.0,34999.0,34999.0,0.0
1625274000000,34999.0,34999.0,34999.0,34999.0,0.0
1625277600000,34999.0,34999.0,34999.0,34999.0,0.0
1625281200000,34999.0,34999.0,34999.0,34999.0,0.0
1625284800000,34999.0,34999.0,34999.0,34999.0,0.0
1625288400000,34999.0,34999.0,34999.0,34999.0,0.0
1625292000000,34999.0,34999.0,34999.0,34999.0,0.0
1625295600000,34999.0,34999.0,34999.0,34999.0,0.0
1625299200000,34999.0,34999.0,34999.0,34999.0,0.0
1625302800000,34999.0,35000.0,34997.0,35000.0,7.256946
1625306400000,35000.0,35000.0,35000.0,35000.0,0.0
1625310000000,35000.0,35000.0,35000.0,35000.0,0.0
1625313600000,35000.0,35000.0,35000.0,35000.0,0.0
1625317200000,35000.0,35000.0,35000.0,35000.0,0.0
1625320800000,35000.0,35000.0,3500.0,3500.0,1.0
1625324400000,3500.0,3500.0,3500.0,3500.0,0.251113
1625328000000,3500.0,35000.0,3500.0,35000.0,0.145714
1625331600000,35000.0,35000.0,3501.0,3501.0,1.0
1625335200000,3501.0,3501.0,3501.0,3501.0,0.0
1625338800000,3501.0,3501.0,3501.0,3501.0,0.5
1625342400000,3501.0,3501.0,3501.0,3501.0,0.0
1625346000000,3501.0,35000.0,3501.0,35000.0,0.028571
1625349600000,35000.0,35000.0,35000.0,35000.0,0.0
1625353200000,35000.0,35000.0,35000.0,35000.0,0.0
