timestamp,interest
1594281600000,8958.41599999
1594382400000,9169.23699999
1594396800000,9166.46099999
1594411200000,9177.305
1594425600000,9173.893
1594440000000,9174.619
1594454400000,9163.65699999
1594468800000,9164.475
1594483200000,9165.489
1594497600000,9165.071
1594512000000,9169.055
1594526400000,9164.92499999
1594540800000,9166.045
1594555200000,9167.723
1594569600000,9166.723
1594584000000,9168.56699999
1594598400000,9163.75499999
1594612800000,9163.849
1594627200000,8842.52299999
1594641600000,8751.915
1594656000000,8747.115
1594670400000,8749.297
1594684800000,8749.257
1594699200000,8749.867
1594713600000,8750.453
1594728000000,8772.27299999
1594742400000,8758.697
1594756800000,8758.155
1594771200000,8778.033
1594785600000,8782.905
1594800000000,8997.161
1594814400000,11316.953
1594828800000,10942.091
1594843200000,10939.929
1594857600000,10949.683
1594872000000,10950.885
1594886400000,10517.319
1594900800000,10536.573
1594915200000,10544.21099999
1594929600000,10509.699
1594944000000,10519.815
1594958400000,10512.535
1594972800000,10513.918
1594987200000,10516.642
1595001600000,10906.328
1595016000000,10907.932
1595030400000,10909.278
1595044800000,10909.28
1595059200000,10910.03
1595073600000,10904.99599999
1595088000000,10899.108
1595102400000,10764.832
1595116800000,10758.132
1595131200000,10787.544
1595145600000,10787.546
1595160000000,10912.508
1595174400000,10918.736
1595188800000,10918.9
1595203200000,10685.97799999
1595217600000,10536.278
1595232000000,10537.084
1595246400000,10627.608
1595260800000,10666.878
1595275200000,10562.502
1595289600000,10664.834
1595304000000,10497.02
1595318400000,10755.81
1595332800000,10946.44
1595347200000,10759.98
1595361600000,10760.428
1595376000000,10757.56
1595390400000,10759.25
1595404800000,10956.114
1595419200000,10951.924
1595433600000,10953.404
1595448000000,10955.512
1595462400000,10732.446
1595476800000,10731.662
1595491200000,10732.716
1595505600000,10538.652
1595520000000,10538.652
1595534400000,10538.652
1595548800000,10538.652
1595563200000,10331.512
1595577600000,10279.98799999
1595592000000,10306.013
1595606400000,10332.065
1595620800000,10351.553
1595635200000,10360.647
1595649600000,10346.413
1595664000000,10353.261
1595678400000,10566.481
1595692800000,10564.663
1595707200000,10570.07699999
1595721600000,10385.015
1595736000000,10422.381
1595750400000,10402.90699999
1595764800000,9808.699
1595779200000,9427.035
1595793600000,9424.79099999
1595808000000,9411.985
1595822400000,9476.625
1595836800000,9439.343
1595851200000,9167.341
1595865600000,9164.149
1595880000000,9617.379
1595894400000,8329.56699999
1595908800000,8250.481
1595923200000,8786.555
1595937600000,8786.587
1595952000000,8775.10299999
1595966400000,8769.209
1595980800000,8701.741
1595995200000,8639.549
1596009600000,8592.509
1596024000000,8550.091
1596038400000,8477.251
1596052800000,8554.275
1596067200000,8691.46899999
1596081600000,8634.895
1596096000000,8639.641
1596110400000,8622.929
1596124800000,8645.561
1596139200000,8585.287
1596153600000,8526.539
1596168000000,8523.373
1596182400000,8554.203
1596196800000,8523.141
