timestamp,interest
1594281600000,8958.41599999
1594285200000,8974.08599999
1594371600000,9172.55899999
1594375200000,9171.10299999
1594378800000,9168.833
1594382400000,9169.23699999
1594386000000,9167.731
1594389600000,9166.783
1594393200000,9167.679
1594396800000,9166.46099999
1594400400000,9177.105
1594404000000,9176.795
1594407600000,9177.929
1594411200000,9177.305
1594414800000,9179.399
1594418400000,9178.295
1594422000000,9178.281
1594425600000,9173.893
1594429200000,9175.131
1594432800000,9176.591
1594436400000,9175.525
1594440000000,9174.619
1594443600000,9162.34499999
1594447200000,9163.091
1594450800000,9161.587
1594454400000,9163.65699999
1594458000000,9165.261
1594461600000,9164.59499999
1594465200000,9164.59499999
1594468800000,9164.475
1594472400000,9164.475
1594476000000,9164.703
1594479600000,9165.489
1594483200000,9165.489
1594486800000,9164.33499999
1594490400000,9164.355
1594494000000,9164.471
1594497600000,9165.071
1594501200000,9164.787
1594504800000,9168.903
1594508400000,9169.19299999
1594512000000,9169.055
1594515600000,9162.781
1594519200000,9166.427
1594522800000,9164.671
1594526400000,9164.92499999
1594530000000,9163.093
1594533600000,9164.935
1594537200000,9163.647
1594540800000,9166.045
1594544400000,9165.55899999
1594548000000,9167.043
1594551600000,9168.129
1594555200000,9167.723
1594558800000,9167.105
1594562400000,9166.56699999
1594566000000,9166.569
1594569600000,9166.723
1594573200000,9166.723
1594576800000,9166.723
1594580400000,9166.723
1594584000000,9168.56699999
1594587600000,9168.56699999
1594591200000,9164.993
1594594800000,9164.90699999
1594598400000,9163.75499999
1594602000000,9164.051
1594605600000,9162.955
1594609200000,9163.405
1594612800000,9163.849
1594616400000,9162.421
1594620000000,9162.209
1594623600000,9177.63899999
1594627200000,8842.52299999
1594630800000,8751.683
1594634400000,8759.525
1594638000000,8754.521
1594641600000,8751.915
1594645200000,8753.17499999
1594648800000,8755.385
1594652400000,8745.06699999
1594656000000,8747.115
1594659600000,8746.209
1594663200000,8745.965
1594666800000,8745.065
1594670400000,8749.297
1594674000000,8749.23699999
1594677600000,8749.251
1594681200000,8749.253
1594684800000,8749.257
1594688400000,8749.257
1594692000000,8749.439
1594695600000,8749.519
1594699200000,8749.867
1594702800000,8750.447
1594706400000,8750.453
1594710000000,8750.453
1594713600000,8750.453
1594717200000,8752.619
1594720800000,8752.713
1594724400000,8753.493
1594728000000,8772.27299999
1594731600000,8770.40699999
1594735200000,8755.691
1594738800000,8758.691
1594742400000,8758.697
1594746000000,8759.261
1594749600000,8756.155
1594753200000,8756.155
1594756800000,8758.155
1594760400000,8759.959
1594764000000,8762.55899999
1594767600000,8778.033
1594771200000,8778.033
1594774800000,8779.801
1594778400000,8780.20099999
1594782000000,8782.885
1594785600000,8782.905
1594789200000,8782.911
1594792800000,8997.161
1594796400000,8997.161
1594800000000,8997.161
1594803600000,8997.15699999
1594807200000,9174.267
1594810800000,10195.61299999
1594814400000,11316.953
1594818000000,10937.249
1594821600000,10940.885
1594825200000,10940.895
1594828800000,10942.091
1594832400000,10943.331
1594836000000,10936.677
1594839600000,10934.677
1594843200000,10939.929
1594846800000,10941.035
1594850400000,10949.419
1594854000000,10949.439
1594857600000,10949.683
1594861200000,10949.369
1594864800000,10949.367
1594868400000,10950.859
1594872000000,10950.885
1594875600000,10950.881
1594879200000,10951.119
1594882800000,10565.001
1594886400000,10517.319
1594890000000,10536.455
1594893600000,10521.045
1594897200000,10530.565
1594900800000,10536.573
1594904400000,10532.087
1594908000000,10542.093
1594911600000,10542.053
1594915200000,10544.21099999
1594918800000,10546.25499999
1594922400000,10546.25499999
1594926000000,10535.519
1594929600000,10509.699
1594933200000,10518.593
1594936800000,10521.083
1594940400000,10521.083
1594944000000,10519.815
1594947600000,10519.815
1594951200000,10519.815
1594954800000,10519.761
1594958400000,10512.535
1594962000000,10510.903
1594965600000,10510.903
1594969200000,10513.918
1594972800000,10513.918
1594976400000,10514.802
1594980000000,10516.17
1594983600000,10516.198
1594987200000,10516.642
1594990800000,10901.52
1594994400000,10903.52
1594998000000,10903.502
1595001600000,10906.328
1595005200000,10906.29999999
1595008800000,10906.526
1595012400000,10907.96999999
1595016000000,10907.932
1595019600000,10908.876
1595023200000,10909.278
1595026800000,10909.278
1595030400000,10909.278
1595034000000,10909.278
1595037600000,10909.278
1595041200000,10909.28199999
1595044800000,10909.28
1595048400000,10909.28
1595052000000,10909.278
1595055600000,10909.278
1595059200000,10910.03
1595062800000,10919.62999999
1595066400000,10905.09
1595070000000,10904.99599999
1595073600000,10904.99599999
1595077200000,10906.998
1595080800000,10906.998
1595084400000,10907.002
1595088000000,10899.108
1595091600000,10907.048
1595095200000,10907.352
1595098800000,10805.356
1595102400000,10764.832
1595106000000,10764.86
1595109600000,10764.866
1595113200000,10765.866
1595116800000,10758.132
1595120400000,10762.132
1595124000000,10782.242
1595127600000,10780.458
1595131200000,10787.544
1595134800000,10787.546
1595138400000,10787.546
1595142000000,10787.546
1595145600000,10787.546
1595149200000,10787.546
1595152800000,10787.546
1595156400000,10912.508
1595160000000,10912.508
1595163600000,10914.428
1595167200000,10914.428
1595170800000,10918.736
1595174400000,10918.736
1595178000000,10918.9
1595181600000,10918.9
1595185200000,10918.9
1595188800000,10918.9
1595192400000,10918.9
1595196000000,10879.024
1595199600000,10855.296
1595203200000,10685.97799999
1595206800000,10515.26399999
1595210400000,10525.58599999
1595214000000,10524.23799999
1595217600000,10536.278
1595221200000,10572.396
1595224800000,10572.474
1595228400000,10571.082
1595232000000,10537.084
1595235600000,10557.134
1595239200000,10556.734
1595242800000,10622.14799999
1595246400000,10627.608
1595250000000,10649.628
1595253600000,10670.628
1595257200000,10670.708
1595260800000,10666.878
1595264400000,10666.878
1595268000000,10579.49599999
1595271600000,10562.502
1595275200000,10562.502
1595278800000,10562.502
1595282400000,10562.744
1595286000000,10562.502
1595289600000,10664.834
1595293200000,10666.446
1595296800000,10668.214
1595300400000,10647.196
1595304000000,10497.02
1595307600000,10358.97799999
1595311200000,10428.51
1595314800000,10730.562
1595318400000,10755.81
1595322000000,10754.48
1595325600000,10947.474
