timestamp,interest
1594280700000,8977.432
1594281600000,8958.41599999
1594282500000,8976.84
1594283400000,8975.258
1594284300000,8975.2
1594285200000,8974.08599999
1594286100000,8973.178
1594287000000,8990.082
1594287900000,8991.472
1594368900000,9177.963
1594369800000,9170.165
1594370700000,9171.369
1594371600000,9172.55899999
1594372500000,9169.775
1594373400000,9169.40699999
1594374300000,9171.989
1594375200000,9171.10299999
1594376100000,9171.223
1594377000000,9170.315
1594377900000,9169.177
1594378800000,9168.833
1594379700000,9168.731
1594380600000,9168.875
1594381500000,9170.641
1594382400000,9169.23699999
1594383300000,9167.981
1594384200000,9166.767
1594385100000,9167.707
1594386000000,9167.731
1594386900000,9167.81699999
1594387800000,9166.643
1594388700000,9167.515
1594389600000,9166.783
1594390500000,9167.915
1594391400000,9168.941
1594392300000,9168.741
1594393200000,9167.679
1594394100000,9167.40699999
1594395000000,9168.287
1594395900000,9169.163
1594396800000,9166.46099999
1594397700000,9166.557
1594398600000,9177.663
1594399500000,9177.199
1594400400000,9177.105
1594401300000,9178.42499999
1594402200000,9177.417
1594403100000,9175.759
1594404000000,9176.795
1594404900000,9177.689
1594405800000,9178.183
1594406700000,9176.927
1594407600000,9177.929
1594408500000,9176.721
1594409400000,9177.783
1594410300000,9176.811
1594411200000,9177.305
1594412100000,9178.127
1594413000000,9178.223
1594413900000,9178.083
1594414800000,9179.399
1594415700000,9178.129
1594416600000,9178.453
1594417500000,9177.269
1594418400000,9178.295
1594419300000,9178.053
1594420200000,9176.557
1594421100000,9176.557
1594422000000,9178.281
1594422900000,9178.647
1594423800000,9175.797
1594424700000,9174.535
1594425600000,9173.893
1594426500000,9174.947
1594427400000,9174.263
1594428300000,9174.42499999
1594429200000,9175.131
1594430100000,9175.661
1594431000000,9175.343
1594431900000,9173.71899999
1594432800000,9176.591
1594433700000,9175.439
1594434600000,9173.831
1594435500000,9174.10299999
1594436400000,9175.525
1594437300000,9173.79099999
1594438200000,9175.263
1594439100000,9173.185
1594440000000,9174.619
1594440900000,9164.245
1594441800000,9163.807
1594442700000,9162.251
1594443600000,9162.34499999
1594444500000,9163.437
1594445400000,9165.22899999
1594446300000,9162.725
1594447200000,9163.091
1594448100000,9163.099
1594449000000,9162.929
1594449900000,9162.239
1594450800000,9161.587
1594451700000,9162.421
1594452600000,9165.127
1594453500000,9163.259
1594454400000,9163.65699999
1594455300000,9164.485
1594456200000,9166.94299999
1594457100000,9165.591
1594458000000,9165.261
1594458900000,9164.09499999
1594459800000,9164.795
1594460700000,9164.59499999
1594461600000,9164.59499999
1594462500000,9164.59499999
1594463400000,9164.59499999
1594464300000,9164.59499999
1594465200000,9164.59499999
1594466100000,9164.555
1594467000000,9164.551
1594467900000,9164.475
1594468800000,9164.475
1594469700000,9164.475
1594470600000,9164.475
1594471500000,9164.475
1594472400000,9164.475
1594473300000,9164.475
1594474200000,9164.475
1594475100000,9164.591
1594476000000,9164.703
1594476900000,9164.703
1594477800000,9165.257
1594478700000,9165.257
1594479600000,9165.489
1594480500000,9165.489
1594481400000,9165.489
1594482300000,9165.489
1594483200000,9165.489
1594484100000,9164.473
1594485000000,9164.553
1594485900000,9164.355
1594486800000,9164.33499999
1594487700000,9164.33499999
1594488600000,9164.355
1594489500000,9164.355
1594490400000,9164.355
1594491300000,9164.355
1594492200000,9164.355
1594493100000,9164.471
1594494000000,9164.471
1594494900000,9165.071
1594495800000,9165.071
1594496700000,9165.071
1594497600000,9165.071
1594498500000,9164.471
1594499400000,9164.471
1594500300000,9164.471
1594501200000,9164.787
1594502100000,9164.787
1594503000000,9164.787
1594503900000,9164.787
1594504800000,9168.903
1594505700000,9169.019
1594506600000,9169.135
1594507500000,9169.135
1594508400000,9169.19299999
1594509300000,9169.19299999
1594510200000,9169.74699999
1594511100000,9169.055
1594512000000,9169.055
1594512900000,9169.055
1594513800000,9162.781
1594514700000,9162.781
1594515600000,9162.781
1594516500000,9162.795
1594517400000,9162.795
1594518300000,9167.793
1594519200000,9166.427
1594520100000,9163.877
1594521000000,9164.54099999
1594521900000,9164.54099999
1594522800000,9164.671
1594523700000,9162.933
1594524600000,9164.513
1594525500000,9164.825
1594526400000,9164.92499999
1594527300000,9163.533
1594528200000,9163.617
1594529100000,9163.001
1594530000000,9163.093
1594530900000,9164.80899999
1594531800000,9164.80899999
1594532700000,9163.667
1594533600000,9164.935
1594534500000,9164.945
1594535400000,9166.167
1594536300000,9163.645
1594537200000,9163.647
1594538100000,9166.287
1594539000000,9167.13899999
1594539900000,9168.265
1594540800000,9166.045
1594541700000,9166.927
1594542600000,9167.477
1594543500000,9167.55899999
1594544400000,9165.55899999
1594545300000,9165.55899999
1594546200000,9166.58499999
1594547100000,9166.629
1594548000000,9167.043
1594548900000,9167.033
1594549800000,9167.725
1594550700000,9166.717
1594551600000,9168.129
1594552500000,9167.723
1594553400000,9167.723
1594554300000,9167.723
1594555200000,9167.723
1594556100000,9167.723
1594557000000,9167.137
1594557900000,9167.521
1594558800000,9167.105
1594559700000,9167.579
1594560600000,9162.475
1594561500000,9166.56699999
1594562400000,9166.56699999
1594563300000,9166.569
1594564200000,9166.569
1594565100000,9166.569
1594566000000,9166.569
1594566900000,9166.71899999
1594567800000,9166.723
1594568700000,9166.723
1594569600000,9166.723
1594570500000,9166.723
1594571400000,9166.723
1594572300000,9166.723
1594573200000,9166.723
1594574100000,9166.723
1594575000000,9166.723
1594575900000,9166.723
1594576800000,9166.723
1594577700000,9166.723
1594578600000,9166.723
1594579500000,9166.723
1594580400000,9166.723
1594581300000,9166.723
1594582200000,9166.723
1594583100000,9168.56699999
1594584000000,9168.56699999
1594584900000,9168.56699999
1594585800000,9168.56699999
1594586700000,9168.56699999
1594587600000,9168.56699999
1594588500000,9168.56699999
1594589400000,9168.56699999
1594590300000,9164.089
1594591200000,9164.993
1594592100000,9163.081
1594593000000,9162.75499999
1594593900000,9163.073
1594594800000,9164.90699999
1594595700000,9163.359
1594596600000,9163.549
1594597500000,9162.739
1594598400000,9163.75499999
1594599300000,9163.593
1594600200000,9162.35299999
1594601100000,9162.743
1594602000000,9164.051
1594602900000,9163.189
1594603800000,9164.209
1594604700000,9164.84499999
1594605600000,9162.955
1594606500000,9162.307
1594607400000,9164.80899999
1594608300000,9162.873
1594609200000,9163.405
1594610100000,9165.081
1594611000000,9163.119
1594611900000,9162.713
1594612800000,9163.849
1594613700000,9164.055
